"Cylinders","Fuel_Type","City_MPG","Highway_MPG","CO2_Emissions"
"6","Gasoline",47,55.8,190
"4","Gasoline",41.9,51.8,102
"6","Hybrid",49.4,54,90
"4","Hybrid",31.7,40.9,320
"6","Gasoline",18,24.8,299
"3","Gasoline",48.4,55.5,127
"4","Gasoline",15.1,24.4,534
"6","Gasoline",42.2,51.8,157
"4","Diesel",16.1,24.2,548
"6","Gasoline",41.6,47,164
"6","Gasoline",47.8,54.2,204
"4","Hybrid",28.6,35.9,259
"4","Hybrid",23.4,32.2,429
"4","Diesel",22.9,30.5,248
"4","Gasoline",32.2,37.8,198
"4","Gasoline",21,26.9,511
"6","Gasoline",38.6,42,253
"4","Diesel",27.9,37.4,322
"4","Gasoline",26.3,29.9,226
"4","Hybrid",31.1,38.2,243
"3","Hybrid",34,43.1,168
"4","Gasoline",20,25.9,262
"6","Gasoline",39.8,48.4,191
"6","Diesel",45.9,54.5,247
"4","Hybrid",24.7,28.1,213
"8","Hybrid",21.3,27.2,242
"4","Gasoline",41.6,49.4,129
"8","Gasoline",21.4,27.4,438
"6","Diesel",16.4,23.2,415
"6","Diesel",36.7,43.9,177
"3","Gasoline",23.4,27.5,437
"4","Gasoline",21,26.9,265
"3","Diesel",49.4,52.6,141
"6","Gasoline",25.2,29.2,162
"4","Hybrid",46.6,53.2,96
"6","Gasoline",21.2,28.2,200
"4","Diesel",43.7,47.7,148
"6","Diesel",32.6,40.9,227
"4","Gasoline",17.8,23.4,182
"4","Diesel",40.7,50.1,119
"4","Diesel",46.2,51.9,108
"4","Hybrid",20.7,24.7,263
"4","Gasoline",40.4,48.7,117
"6","Diesel",30.6,37.6,160
"3","Diesel",41.4,47.1,279
"4","Gasoline",40,45.5,209
"6","Hybrid",15.9,20,581
"3","Gasoline",21.3,26.7,455
"8","Gasoline",31.5,34.7,290
"8","Gasoline",47.7,54.2,195
"3","Gasoline",27,36.3,293
"4","Hybrid",37,45.6,228
"4","Diesel",15.4,18.6,698
"6","Gasoline",39.9,49.1,121
"4","Hybrid",36.1,42.3,157
"6","Gasoline",40,44.3,108
"6","Gasoline",46.7,55,218
"4","Gasoline",20.1,25.4,337
"6","Gasoline",24.2,29,439
"6","Gasoline",49.9,54,142
"4","Diesel",20.5,26.9,322
"6","Gasoline",40.2,43.9,182
"6","Gasoline",40.4,48.9,204
"4","Gasoline",38.9,45.2,249
"4","Gasoline",23,29.1,262
"4","Hybrid",22.5,25.5,386
"3","Gasoline",38.3,47,130
"8","Hybrid",21.5,27.9,348
"4","Gasoline",38.2,44.3,207
"6","Diesel",32.2,40.5,317
"4","Gasoline",28.5,31.9,384
"3","Hybrid",25.5,31.1,283
"8","Gasoline",48.2,55.2,77
"6","Gasoline",32.8,39,310
"4","Hybrid",34.6,38.9,102
"4","Hybrid",48.2,53.3,156
"4","Gasoline",37.9,43,97
"4","Hybrid",48.5,58.4,128
"4","Diesel",18.7,24,437
"4","Gasoline",44.6,49,150
"8","Gasoline",26.7,35.5,381
"4","Gasoline",43.4,49.3,202
"6","Gasoline",44.9,51,196
"6","Diesel",24.5,31.3,252
"4","Gasoline",29.3,36.5,124
"6","Gasoline",40.4,47.5,232
"4","Hybrid",18.5,21.7,498
"6","Gasoline",41.4,50.1,183
"4","Hybrid",18.9,23.3,350
"4","Hybrid",47,52,171
"6","Hybrid",24.7,28.9,384
"4","Hybrid",35.1,43.5,254
"6","Gasoline",19.1,26.2,420
"8","Gasoline",24.4,32.7,408
"3","Gasoline",29.1,36.7,276
"4","Gasoline",32,35.7,115
"4","Diesel",15,20.1,522
"6","Gasoline",46.1,52.7,184
"6","Hybrid",15.3,20.4,244
"4","Hybrid",42.1,46.6,169
"4","Gasoline",31.5,40.6,262
"6","Gasoline",33.3,41.5,265
"4","Gasoline",22.3,27.7,463
"6","Hybrid",36.3,44.7,274
"6","Diesel",33.8,41.2,127
"8","Gasoline",20.7,23.7,409
"4","Gasoline",23.3,29,343
"4","Gasoline",17.3,22.3,324
"4","Hybrid",17.3,21.8,274
"3","Gasoline",15.5,20.3,307
"8","Gasoline",22.7,32.3,193
"3","Hybrid",38.8,45.2,257
"6","Hybrid",26.1,35,165
"4","Hybrid",27,31.5,207
"4","Gasoline",19.6,23.8,261
"3","Diesel",35.1,44.3,252
"6","Gasoline",27,33.5,170
"4","Gasoline",38.7,48,91
"4","Gasoline",41,44.4,165
"8","Gasoline",35.5,44.9,160
"4","Gasoline",24.7,30.6,261
"4","Hybrid",32.8,36.9,297
"4","Gasoline",23.8,31.6,139
"4","Hybrid",46.6,55.2,80
"8","Gasoline",41.8,45.1,138
"4","Gasoline",32.3,42.2,310
"3","Diesel",48.8,56.7,99
"4","Diesel",34.1,39.3,340
"6","Gasoline",26.5,30.6,378
"4","Hybrid",18.3,24,366
"6","Gasoline",34,38.5,284
"3","Hybrid",45.1,51.6,171
"4","Gasoline",45.3,53.8,176
"6","Hybrid",36.2,43.8,221
"3","Gasoline",28.8,34.9,296
"6","Hybrid",37.8,41.6,108
"3","Diesel",41.7,51.4,196
"6","Gasoline",29.4,34.3,315
"4","Hybrid",31.7,36.6,189
"6","Gasoline",38.8,46.3,289
"4","Gasoline",45.7,54.1,100
"3","Hybrid",42.7,52.6,246
"4","Gasoline",15.8,25.6,467
"4","Gasoline",19.4,28.8,397
"4","Gasoline",44.8,50.8,239
"4","Hybrid",44.2,48.4,238
"4","Gasoline",28.6,35.7,211
"6","Gasoline",35.4,38.5,269
"6","Diesel",46.7,51.1,86
"6","Hybrid",46.9,49.9,161
"4","Hybrid",42.4,46.7,268
"4","Diesel",22.3,28.6,242
"4","Diesel",40.6,46.4,96
"6","Gasoline",18.5,24.1,416
"4","Gasoline",46.3,55.1,135
"3","Diesel",20.2,27.9,294
"6","Hybrid",38.2,47.8,206
"4","Diesel",36.4,42.5,233
"6","Gasoline",42.2,47.1,170
"6","Gasoline",34.3,38.2,226
"3","Diesel",17.1,24.8,594
"4","Diesel",39.7,48.6,275
"4","Diesel",28.4,32.7,325
"6","Gasoline",26.2,35.4,168
"4","Gasoline",49.7,56.4,130
"6","Hybrid",35.7,39.7,304
"4","Diesel",39.9,47.4,171
"4","Gasoline",33.4,40,330
"3","Gasoline",41.9,45.1,184
"6","Hybrid",41.3,47.1,255
"4","Hybrid",38,46.5,96
"6","Gasoline",49.9,56.8,141
"4","Gasoline",31.1,36.1,294
"4","Gasoline",39.7,49.2,254
"6","Gasoline",42.9,47.6,201
"6","Diesel",28.2,33,172
"4","Gasoline",31,36.5,341
"4","Diesel",48.9,58.2,164
"6","Diesel",16.1,22.7,242
"4","Gasoline",26.7,34.5,255
"4","Gasoline",32,41.8,267
"8","Gasoline",15.1,23.6,398
"4","Gasoline",46.5,50.7,234
"3","Gasoline",25,33.5,255
"3","Diesel",24,32.2,315
"6","Hybrid",43.7,48.3,122
"6","Diesel",24.7,30,301
"4","Hybrid",38,46,136
"4","Diesel",43.8,48.5,124
"4","Diesel",42.7,47.2,138
"6","Gasoline",42.4,50.3,89
"3","Hybrid",18.1,27.3,228
"8","Gasoline",17.8,21.3,382
"4","Gasoline",25.7,31.8,170
"8","Gasoline",16.3,23.6,246
"4","Hybrid",32.5,40.2,336
"6","Hybrid",28.8,38.8,222
"4","Diesel",34.5,42.3,190
"3","Diesel",25.5,32.8,209
"6","Gasoline",32,41.9,223
"6","Hybrid",26.7,30.1,316
"4","Diesel",21.8,25.3,315
"6","Hybrid",37.7,44.6,175
"4","Gasoline",38.6,44.1,239
"6","Gasoline",44,47.7,263
"4","Hybrid",45.6,50.7,237
"4","Gasoline",39.7,47.4,110
"4","Hybrid",39.1,48.3,216
"4","Gasoline",17,20.7,202
"6","Hybrid",18.8,25.6,418
"4","Gasoline",43.4,48.5,170
"4","Diesel",23.2,30.9,297
"4","Gasoline",27.4,34.2,289
"6","Diesel",20.1,29.6,412
"4","Gasoline",21.8,25.1,432
"4","Hybrid",42.1,48.4,91
"8","Diesel",24.2,28.5,387
"4","Gasoline",30.7,37.5,323
"6","Hybrid",20.3,29.3,175
"6","Gasoline",38.7,48.1,152
"4","Gasoline",40.5,46.3,246
"8","Gasoline",27.7,36.4,252
"6","Hybrid",42.5,47.5,218
"4","Gasoline",23.4,26.4,327
"4","Gasoline",39.2,48.2,282
"6","Hybrid",40.5,44.3,282
"4","Hybrid",48.9,52,123
"6","Gasoline",23.1,28.6,276
"4","Diesel",18.3,24,356
"4","Hybrid",24.2,27.7,180
"4","Gasoline",19.3,28,308
"3","Hybrid",20.9,26.7,442
"3","Gasoline",26.7,33.1,373
"6","Diesel",29.5,34.4,360
"6","Gasoline",46.6,53.2,78
"6","Diesel",21.8,30.2,410
"6","Gasoline",49,58.3,152
"6","Diesel",43.4,53.2,115
"4","Gasoline",45.9,51.9,166
"6","Gasoline",47.5,57.4,212
"4","Gasoline",41.4,46.5,172
"8","Hybrid",42.6,45.6,282
"6","Gasoline",30.3,38.7,265
"4","Gasoline",32.9,37.1,230
"4","Gasoline",47.6,51,128
"4","Diesel",28.2,37.7,117
"4","Gasoline",16.5,25,438
"4","Diesel",41.7,45.4,202
"4","Gasoline",35.1,43.5,210
"3","Gasoline",43.5,52.4,176
"8","Gasoline",17.6,26.9,500
"6","Hybrid",36.7,43.5,163
"6","Gasoline",23.7,31.6,310
"6","Gasoline",46.6,54.9,191
"4","Gasoline",18.8,26.6,246
"4","Diesel",44.5,52,245
"6","Gasoline",18.1,24.9,474
"8","Hybrid",15.9,22.3,221
"4","Gasoline",23.2,33.2,401
"6","Gasoline",26.7,32.1,404
"8","Gasoline",36.9,40.5,276
"6","Diesel",19.6,28,314
"8","Diesel",30.3,34.8,383
"4","Gasoline",22.1,28.8,190
"8","Hybrid",44.9,48.6,181
"6","Gasoline",16.6,23.9,259
"3","Diesel",27.5,37.1,235
"8","Gasoline",37.1,45.2,288
"4","Gasoline",47,51.5,217
"4","Hybrid",45.4,55.2,211
"4","Hybrid",46.3,51.4,140
"4","Gasoline",17.2,23.3,589
"4","Gasoline",44.4,50.9,146
"6","Gasoline",42.3,52.2,87
"3","Diesel",46.6,50.1,193
"4","Gasoline",25.9,33.8,232
"3","Hybrid",46.9,52.4,103
"4","Gasoline",29.1,32.6,387
"6","Gasoline",37.2,46.7,222
"6","Gasoline",29.8,36.9,359
"8","Gasoline",30,38.3,259
"6","Gasoline",34.1,38.8,118
"4","Gasoline",27.5,35.8,127
"8","Diesel",42.7,51.5,247
"6","Gasoline",37.2,43.2,102
"4","Diesel",39.1,46.1,214
"6","Gasoline",23.1,32.9,227
"8","Hybrid",48.9,57.8,183
"6","Hybrid",38.1,44.2,152
"4","Hybrid",21.9,29.6,158
"6","Diesel",41.3,49.8,223
"3","Gasoline",21.1,24.3,285
"4","Diesel",17.2,24.3,413
"4","Hybrid",33.5,43.4,274
"4","Gasoline",34.4,44,253
"3","Gasoline",21.6,30.4,262
"4","Gasoline",27.2,30.9,354
"6","Gasoline",48.1,58.1,223
"6","Gasoline",25,32.3,317
"8","Gasoline",20.4,25,436
"4","Gasoline",49.7,57.4,212
"4","Hybrid",25.6,34.6,370
"8","Gasoline",38.8,42.6,168
"4","Hybrid",23.1,32.5,447
"6","Gasoline",34.3,43.7,103
"6","Gasoline",28.5,31.6,412
"3","Gasoline",48.7,58,111
"6","Gasoline",30.1,39.7,218
"6","Gasoline",35.4,38.7,310
"3","Gasoline",48.1,53.2,116
"3","Gasoline",49.6,55.2,109
"3","Diesel",18.6,24,440
"4","Gasoline",44.2,52.5,205
"4","Gasoline",28.4,33.9,122
"4","Diesel",35.8,45.5,189
"4","Gasoline",28.1,38.1,243
"8","Gasoline",29,34.2,194
"4","Gasoline",20.6,27.2,357
"3","Gasoline",35,41.9,133
"4","Gasoline",34.1,41.2,175
"4","Gasoline",21.6,27.2,409
"4","Gasoline",34,38.2,316
"4","Diesel",49.1,52.5,175
"4","Gasoline",40,43.7,105
"6","Gasoline",31.8,41.1,266
"8","Hybrid",47.1,52.1,234
"4","Diesel",35.1,38.6,222
"4","Gasoline",19.7,27.1,345
"6","Hybrid",34.2,37.7,346
"6","Gasoline",21.3,24.8,404
"4","Gasoline",41.9,49.3,237
"8","Hybrid",48.9,56,179
"4","Hybrid",27.6,30.9,194
"4","Gasoline",30.2,36.4,187
"6","Diesel",29.8,35.9,291
"8","Diesel",25,31.8,273
"6","Gasoline",42.8,51,155
"3","Gasoline",36.6,41.6,101
"4","Gasoline",17.2,23.2,569
"4","Hybrid",44.4,52.9,236
"4","Gasoline",21.5,31,297
"6","Diesel",49.3,58.5,183
"6","Gasoline",28.2,34.5,169
"6","Gasoline",36.6,43.2,204
"8","Diesel",17.7,24.4,361
"4","Diesel",27.1,36.2,300
"6","Gasoline",43.1,52,165
"6","Gasoline",31.7,36.9,236
"4","Gasoline",46.7,50.8,130
"6","Gasoline",35.1,40.8,110
"4","Gasoline",47.5,52.5,235
"6","Diesel",49.4,59.1,71
"4","Gasoline",30.9,35.8,186
"4","Gasoline",34.8,39.1,207
"6","Gasoline",44.2,53.5,134
"6","Hybrid",22.8,26.4,349
"4","Gasoline",45.2,50,164
"3","Diesel",35.7,41.8,154
"4","Gasoline",40.4,47.6,103
"4","Gasoline",17.8,23.1,242
"6","Gasoline",41.8,48.3,178
"8","Gasoline",25.9,30.3,397
"4","Hybrid",43.2,50.2,99
"6","Gasoline",32.8,38.7,271
"4","Diesel",24.6,33.5,368
"6","Gasoline",48.3,54.2,120
"4","Gasoline",41.8,47.9,214
"4","Gasoline",49.5,56.6,184
"6","Diesel",27.8,31.7,334
"3","Hybrid",37.7,41.8,290
"6","Hybrid",36.4,44.9,178
"6","Gasoline",39.1,44,142
"4","Diesel",16.3,24.1,421
"4","Gasoline",25.2,28.9,159
"6","Diesel",46.8,55.6,130
"6","Hybrid",29.8,39.7,330
"4","Gasoline",48.6,54.2,164
"4","Gasoline",22.5,29,294
"6","Diesel",49.9,56,115
"4","Diesel",39.4,48.7,135
"4","Gasoline",42.2,45.3,133
"4","Hybrid",28.9,36.5,337
"6","Diesel",46.7,54.3,245
"6","Gasoline",34.1,39.8,228
"8","Gasoline",38.8,43.3,108
"6","Diesel",18.3,23,500
"8","Gasoline",37.1,45.7,276
"4","Gasoline",45.8,49.3,250
"6","Gasoline",21.2,28.1,375
"3","Diesel",40.8,45.9,189
"6","Diesel",15.9,20.8,500
"4","Gasoline",47.4,53.9,76
"4","Diesel",49.4,58.7,175
"6","Hybrid",27.4,34.7,321
"6","Gasoline",18.7,27.2,439
"3","Diesel",38.1,45.3,208
"6","Hybrid",16,23.9,495
"4","Diesel",31.9,37.9,268
"4","Diesel",24.5,34,163
"6","Gasoline",31.6,38.1,333
"4","Gasoline",15.6,22.5,483
"8","Gasoline",16.8,23.5,502
"4","Diesel",15.6,20.8,371
"6","Hybrid",36.7,41.3,302
"6","Gasoline",34.6,38.1,224
"4","Gasoline",23.2,31.2,356
"4","Gasoline",37.6,42.6,301
"6","Diesel",45.9,51.6,241
"6","Gasoline",24.7,34.1,319
"4","Diesel",44.1,51.1,109
"4","Gasoline",38.2,41.9,301
"3","Gasoline",16.2,24.8,603
"4","Gasoline",28.1,32.9,153
"4","Hybrid",32.8,39.7,212
"3","Gasoline",40.6,47.2,195
"6","Hybrid",25,29.7,167
"6","Gasoline",49.4,53.2,105
"8","Gasoline",39,43.5,205
"6","Gasoline",28,31.7,408
"8","Hybrid",18.4,23.3,192
"4","Diesel",21.3,31.3,446
"6","Gasoline",32.1,37.9,332
"8","Diesel",32.3,41.3,306
"6","Gasoline",41.9,48.7,156
"3","Gasoline",40.4,48.1,182
"6","Gasoline",22,26.1,303
"8","Hybrid",35.8,40.7,315
"6","Gasoline",15.7,22.3,437
"4","Gasoline",28.9,38.1,133
"6","Gasoline",41.7,45,142
"8","Gasoline",29,35.5,242
"3","Gasoline",44.2,47.6,263
"6","Gasoline",49.2,55.4,167
"4","Gasoline",36.3,43.7,246
"6","Hybrid",20.1,28.3,187
"6","Gasoline",28.3,32.3,377
"4","Gasoline",15.3,19.5,487
"4","Gasoline",36.1,42.4,301
"6","Gasoline",43.8,53.8,157
"4","Hybrid",37,42.5,245
"4","Gasoline",42.5,48.5,173
"6","Hybrid",43,49,109
"4","Diesel",44.8,48.4,132
"4","Diesel",24.3,32.7,152
"8","Gasoline",45.5,50.3,159
"4","Gasoline",37.9,45.8,225
"4","Gasoline",25.1,31.4,208
"6","Hybrid",49.6,56.9,151
"6","Gasoline",48.3,51.7,155
"8","Gasoline",35.1,44.3,212
"8","Gasoline",44.5,49.2,115
"6","Diesel",24.2,31.9,300
"4","Diesel",29.6,38.2,205
"3","Gasoline",21.4,28.2,252
"4","Gasoline",33.2,38.6,247
"4","Gasoline",32.4,42.2,135
"6","Gasoline",22.4,27.3,468
"6","Diesel",38.5,48.1,276
"3","Hybrid",19.1,23.2,451
"6","Diesel",17.2,22.9,319
"4","Gasoline",28.5,32.5,303
"4","Diesel",29.3,32.3,293
"6","Hybrid",26.2,31,251
"4","Hybrid",24,27.6,243
"4","Hybrid",26.9,36.8,164
"3","Gasoline",20.7,29,227
"4","Diesel",29.1,32.1,309
"6","Hybrid",46.7,51.3,235
"8","Diesel",22.9,30.6,266
"4","Gasoline",39,44.8,115
"4","Hybrid",20,28.8,158
"6","Gasoline",27.4,33.9,238
"8","Gasoline",26.2,33.8,193
"4","Gasoline",47.8,55,128
"4","Diesel",30,37.5,174
"6","Gasoline",39.2,43.8,230
"6","Gasoline",36.1,41.7,240
"4","Diesel",19.9,23.3,543
"6","Diesel",47.9,55,192
"4","Diesel",27.1,33.3,172
"4","Gasoline",16.6,24.9,498
"4","Diesel",25.5,29.9,193
"6","Gasoline",26.7,32.8,290
"4","Gasoline",18.2,22.5,217
"4","Gasoline",36.7,44,103
"4","Hybrid",27.1,36,248
"6","Gasoline",37,45.4,113
"4","Gasoline",15.2,24.8,322
"4","Gasoline",49.4,59.2,124
"4","Gasoline",21,29.4,416
"6","Hybrid",38.1,43.1,164
"4","Hybrid",40.1,44.6,191
"4","Gasoline",21,27.1,437
"4","Gasoline",18.9,28.9,232
"6","Gasoline",20.3,26.2,464
"4","Diesel",23.6,28,427
"6","Gasoline",20.9,30.5,483
"6","Gasoline",38.6,44.3,184
"8","Gasoline",29.7,37.5,208
"4","Gasoline",33.8,42.3,260
"8","Gasoline",16.7,25.6,201
"3","Gasoline",45.1,53.8,83
"4","Gasoline",21,29.9,263
"6","Gasoline",27.6,35.3,322
"4","Hybrid",17.5,23.3,234
"4","Gasoline",19.8,27.5,394
"4","Gasoline",38.3,47.2,143
"6","Hybrid",39.2,44.7,225
"4","Hybrid",38.7,43.8,188
"6","Gasoline",34.3,39.7,129
"6","Diesel",48.3,55.2,114
"6","Gasoline",32.8,36.2,164
"4","Diesel",30.7,39.2,149
"8","Hybrid",23.7,27.7,305
"4","Gasoline",18.5,22.4,592
"4","Gasoline",34.2,38.6,261
"3","Gasoline",26,33,375
"4","Diesel",33.3,38.3,345
"4","Gasoline",22.2,27.8,339
"4","Diesel",44.3,53.8,119
"4","Gasoline",50,58.9,218
"4","Gasoline",26.3,35.3,320
"6","Gasoline",44.5,51.5,253
"6","Gasoline",45.6,54.7,188
"6","Gasoline",49.9,58.3,195
"4","Gasoline",27,36.7,362
"4","Diesel",41.5,45,240
"8","Diesel",23,26.2,353
"3","Hybrid",36.9,41.1,202
"6","Gasoline",39.7,49.2,246
"4","Hybrid",40.9,48.1,236
"8","Diesel",22.3,28.3,275
"4","Gasoline",44.7,51.3,169
"4","Gasoline",29.7,38.5,273
"6","Gasoline",22.6,32.1,146
"4","Hybrid",34,42.1,155
"4","Gasoline",45.2,53.5,120
"4","Gasoline",48.8,54,223
"6","Gasoline",41.2,47.5,150
"3","Hybrid",15.2,24.4,430
"3","Gasoline",19.7,28.2,460
"4","Gasoline",17.7,25.5,279
"4","Gasoline",18.5,22,239
"6","Gasoline",28.4,31.7,401
"4","Gasoline",26.8,30.7,345
"4","Gasoline",19,26.1,235
"4","Hybrid",45.9,52.7,222
"4","Hybrid",36.5,46.1,258
"4","Diesel",42.9,50.8,236
"3","Gasoline",28,33.1,202
"3","Diesel",29.4,33.5,244
"8","Gasoline",26.1,35,321
"4","Gasoline",30.3,36.5,215
"6","Hybrid",36.4,44,109
"3","Hybrid",32.3,39.3,138
"4","Gasoline",44.3,48.1,194
"4","Hybrid",46.5,49.9,146
"4","Hybrid",31.4,37,111
"8","Diesel",23.4,28.9,400
"8","Diesel",48.1,55.8,142
"6","Diesel",40.7,48.1,146
"6","Gasoline",37.4,47.2,236
"4","Gasoline",41.1,50.1,170
"4","Diesel",17.7,24.2,469
"8","Gasoline",17.4,23.9,187
"6","Gasoline",20.4,28.1,158
"4","Gasoline",20.2,24,391
"4","Gasoline",29.7,39.7,356
"3","Hybrid",20.5,27.1,258
"8","Diesel",44.9,54.3,196
"4","Gasoline",35.2,45,131
"4","Hybrid",27.9,35,206
"4","Hybrid",17.4,21.1,230
"6","Gasoline",35.7,42.7,292
"3","Hybrid",19.1,26.3,285
"6","Gasoline",41,49.5,127
"4","Gasoline",43.1,46.4,227
"6","Gasoline",34,40.3,148
"6","Diesel",20.2,29.7,235
"4","Gasoline",42.5,52.4,98
"4","Diesel",25.8,30.1,436
"4","Diesel",22.8,31.9,216
"4","Gasoline",31.5,35.5,372
"6","Gasoline",47.3,56.2,102
"4","Gasoline",25.4,30.3,141
"4","Gasoline",46.7,56.4,225
"4","Diesel",16.9,24.8,423
"4","Gasoline",17.9,23.7,328
"6","Gasoline",39.4,44.4,197
"4","Gasoline",21.7,26.3,251
"8","Diesel",26.1,33.9,310
"8","Hybrid",19.8,29.1,374
"4","Hybrid",26.6,34.9,145
"4","Hybrid",24.8,33.6,401
"6","Gasoline",40.8,49.3,173
"4","Gasoline",39.6,49.5,123
"3","Diesel",48.4,56.7,123
"4","Hybrid",40.4,44.9,266
"4","Gasoline",39.3,47.8,163
"6","Gasoline",39.3,44.6,207
"4","Gasoline",45.9,55.9,237
"4","Diesel",25.4,31,335
"8","Gasoline",25.5,30.5,345
"6","Gasoline",40.9,45.6,137
"4","Hybrid",23,30.6,358
"6","Gasoline",46.9,50.7,147
"4","Gasoline",33.7,43.4,304
"6","Gasoline",25.5,30.6,174
"4","Gasoline",42.2,47.3,140
"4","Gasoline",25.9,29.2,157
"6","Gasoline",48.7,53.4,139
"4","Gasoline",49.4,55.3,96
"8","Diesel",38.3,43.9,271
"4","Diesel",19,23.9,552
"8","Gasoline",24.2,27.5,372
"8","Gasoline",33,38.1,131
"4","Hybrid",44.8,53.2,138
"6","Gasoline",21.5,27.6,497
"4","Gasoline",18.7,23.7,233
"8","Gasoline",17.6,22.7,428
"4","Diesel",32.7,39.6,189
"6","Gasoline",46,51.1,257
"4","Diesel",16.5,23.9,309
"4","Diesel",22.4,32.3,152
"4","Hybrid",39.3,42.6,242
"4","Gasoline",43.9,48.1,144
"6","Diesel",43.3,47.6,209
"6","Gasoline",42.5,48.6,102
"6","Gasoline",19.5,22.8,394
"4","Gasoline",28.9,35.2,219
"4","Gasoline",49.5,59,156
"3","Hybrid",49.6,52.7,219
"6","Gasoline",36.1,41.7,315
"8","Gasoline",39.8,48.1,235
"4","Gasoline",48.3,52.4,208
"3","Diesel",30.7,34.2,258
"4","Gasoline",19.8,27.2,196
"6","Hybrid",38.4,41.5,240
"6","Hybrid",48.6,57.2,95
"6","Hybrid",39.4,42.9,143
"4","Gasoline",43.1,49.8,214
"6","Diesel",29.8,38,280
"6","Gasoline",18.4,23.1,313
"4","Hybrid",20.9,24.6,462
"4","Diesel",49.4,53.6,232
"4","Gasoline",32.3,41.3,232
"4","Diesel",15.4,23.3,500
"6","Gasoline",48.4,52.8,121
"4","Gasoline",32.4,40.4,336
"6","Gasoline",44.3,52.3,127
"4","Hybrid",34.2,44.2,294
"4","Hybrid",18.6,24.3,553
"4","Diesel",36.5,45.6,245
"4","Hybrid",49.9,56,205
"4","Gasoline",16.2,25.5,372
"4","Hybrid",44.5,48.1,255
"4","Gasoline",23.2,27.4,405
"3","Diesel",28.8,37.7,199
"3","Diesel",28,36.7,125
"4","Gasoline",46.5,51.6,173
"4","Gasoline",32.7,39.9,306
"8","Gasoline",30.7,36.4,336
"4","Hybrid",43.6,46.7,245
"6","Gasoline",16.7,19.9,308
"4","Gasoline",18,21.4,380
"6","Diesel",15.8,23,470
"4","Gasoline",39.1,44.1,231
"8","Gasoline",33.4,37.4,189
"4","Diesel",45.7,55.3,194
"6","Gasoline",32.4,36.2,260
"4","Diesel",22.8,30.5,327
"4","Gasoline",43.2,52.5,200
"6","Gasoline",25.3,29.4,330
"3","Gasoline",47.7,52.2,104
"4","Gasoline",23.8,30.8,418
"4","Hybrid",20.9,27.5,242
"6","Hybrid",32.3,38.9,288
"8","Gasoline",16.8,23.7,261
"4","Gasoline",16.3,25.9,452
"6","Gasoline",32.4,35.8,340
"4","Gasoline",22.5,30.8,144
"4","Gasoline",15.3,19.9,700
"8","Hybrid",25.4,31,142
"6","Gasoline",31.7,35.3,115
"6","Gasoline",28.8,34.9,353
"4","Gasoline",19.7,28.3,415
"4","Gasoline",35.3,39,126
"4","Diesel",39.9,44.8,282
"4","Gasoline",38.6,44.2,233
"4","Gasoline",28.8,32.5,154
"6","Gasoline",19.8,28.1,471
"6","Hybrid",32.5,41,217
"4","Gasoline",46.2,55.1,122
"3","Hybrid",31.4,38.5,314
"6","Gasoline",21.8,28.4,407
"4","Hybrid",18.3,23.1,445
"6","Diesel",48,55.6,224
"3","Gasoline",41,47.1,256
"4","Hybrid",26,35.8,186
"8","Diesel",25.3,35.1,379
"4","Gasoline",46.3,55.6,138
"4","Gasoline",21.2,26.7,314
"4","Diesel",33.7,39.3,336
"8","Diesel",40,49,234
"6","Diesel",28.9,37,199
"4","Diesel",16.4,24.3,463
"3","Diesel",23,28,332
"6","Diesel",46.6,55.4,94
"4","Gasoline",33.3,40.4,313
"6","Gasoline",43.5,49.6,235
"3","Hybrid",34.4,43.5,271
"4","Gasoline",48,53.8,170
"6","Gasoline",46.8,54.4,112
"4","Diesel",31.9,38.2,328
"6","Gasoline",26.1,33.2,231
"3","Gasoline",36.1,39.4,104
"4","Gasoline",38.6,44.8,296
"8","Diesel",32.4,39.3,315
"4","Hybrid",43.8,50.2,196
"6","Gasoline",21.4,30.3,149
"4","Gasoline",26.7,31.9,196
"6","Gasoline",39,48.2,177
"6","Gasoline",23.6,29.4,349
"4","Gasoline",30.4,38.3,290
"6","Gasoline",48.7,52.3,211
"6","Gasoline",36.9,41.3,220
"4","Gasoline",48.2,56.5,181
"4","Gasoline",40.3,43.4,259
"4","Diesel",40.4,50.2,222
"4","Hybrid",35.7,40,320
"4","Hybrid",20,29.3,463
"4","Diesel",33.2,39.8,143
"4","Gasoline",23.8,30.8,441
"6","Diesel",50,53.6,107
"4","Gasoline",24.3,29.9,458
"8","Diesel",23.1,27.2,393
"4","Diesel",36.8,43.5,230
"4","Diesel",32.9,39.8,181
"6","Hybrid",15.7,23.7,249
"4","Diesel",19.5,28.6,202
"4","Diesel",43.4,49.7,243
"3","Gasoline",31.9,36.5,220
"4","Hybrid",20.1,25.4,380
"4","Gasoline",31.3,40.2,333
"8","Hybrid",23.9,27.9,231
"4","Gasoline",22.8,30.2,394
"6","Gasoline",48.5,51.6,157
"6","Hybrid",27.7,32.4,187
"4","Gasoline",16.6,23.7,557
"4","Hybrid",49,55.2,186
"6","Gasoline",42.8,49.3,99
"6","Hybrid",23.9,31.5,307
"4","Diesel",29.3,33.9,355
"4","Diesel",45.2,50.2,91
"4","Gasoline",27.5,35.3,235
"3","Gasoline",34.9,41.7,282
"4","Hybrid",33.7,36.8,319
"6","Gasoline",29,36.7,321
"4","Gasoline",37.4,44.7,157
